diff,top_level_label
"- l3 = math.sqrt(int(a)*int(a)+int(b)*int(b)-(abs)(2*int(a)*int(b)*math.cos(t3)))
+ l3 = math.sqrt(int(a)*int(a)+int(b)*int(b)-(2*int(a)*int(b)*math.cos(t3)))",call
"+ 
+ print(""Yes"")",call
+     exit(),call
"-       print(i)
-  
+ 
-  ",call
"- print(B/A)
+ print(A/B)",expression
- print(index),call
"- if abs(a,c)<=d or (abs(a-b)<=d and abs(b-c) <=d):
+ if abs(a-c)<=d or (abs(a-b)<=d and abs(b-c)<=d):",control_flow
"-     result = x * 2
+     result = x ",expression
-     print(num),call
"- s.sort()
+ s.sort(reverse=True)
- a=[int(i) for i in s[::-2]]
+ a=[int(i) for i in s[::2]]
- b=[int(j) for j in s[1::-2]]
+ b=[int(j) for j in s[1::2]]",expression
- print(dp),call
"- print(""c"" if a == b else ""a"" if b == c else ""b"")
+ print(c if a == b else a if b == c else b)",call
"- if cnt5==0:
+ if cnt5==0 and n>cnt4:",control_flow
"-     print(1)
+     print(L[1])
- print(L[N])
+     print(L[N])",call
-                 print(A),call
-     print(min_votes),call
"-   c += A
+   c += A - 1",expression
+             break,control_flow
"- 
+  
- 
+  
- print(min(y[0]*y[1],y[0]*y[2]))
+ print(min(y[0]*y[1],y[2]))",expression
"- print(comp)
- ",call
"- 
+ l.sort()",call
"-     if (x and y) == 1:
+     if x == y == 1:",control_flow
"- if a+b%2==0:
+ if (a+b)%2==0:",control_flow
- print(A),call
"- print(min(l[i+k]-l[i] for i in range(n-k+1))) 
+ print(min(l[i+k-1]-l[i] for i in range(n-k+1)))",expression
+     s.add(w),call
"-     print(len(waterAreaRight))
+     print(len(waterAreaRight), end=' ')",call
"-     print(S2[K])
+     print(S2[K-1])",expression
"- print((h1 - h2) * (w2 - w1))
+ print((h1 - h2) * (w1 - w2))",expression
"- print([i == v for i, v in enumerate(uf.par[1:])].count(True))
+ print([i == v for i, v in enumerate(uf.par)].count(True) - 1)",expression
"+ 
+ print(m)",call
+ print(min),call
"-     print(cnd[K-1j])
+     print(cnd[K-1])",call
"-   print(dist,edges)",call
"- if s[:n//2] == s[:-n//2]:
+ if s[:n//2] == s[-n//2:]:",control_flow
"- print(a+b+c-max(a,b,c)+max(a,b,c)*(k*2))
+ print(a+b+c-max(a,b,c)+max(a,b,c)*(2**k))",expression
"- N = int(input().split())
+ N = int(input())",call
+ print(ret),call
"- print(res500 + res5)
+ print(res500 * 1000 + res5 * 5)",expression
+         break,control_flow
+ n = len(s),assignment
"- a,b = map(int, input())
+ a,b = map(int, input().split())",call
-   print(count),call
"-         S=S.replace(S[:y],"""")
+         S=S.replace(S[:y],"""",1)",call
"- 
+  
+  
- 
- 
- 
+  
- print(route)
+ #print(route)
- 
+  
- 
+  ",call
"-     A, B = map(int, input())
+     A, B = map(int, input().split())",call
"+ if flag==1:
- remaining = (k-checker[lst[num]-1])%(count-checker[lst[num]-1])
+     remaining = (k-checker[lst[num]-1])%(count-checker[lst[num]-1])
- num = lst[num]-1
- # print(""~~~"")
- # print(""rem"",remaining)
- # print(""checker"",checker)
- # print(""num"",num)
- # print(""count"",count)
- 
- for i in range(remaining):
+     # print(""~~~"")
+     # print(""rem"",remaining)
+     # print(""checker"",checker)
+     # print(""num"",num)
+     # print(""count"",count)
+     for i in range(remaining):
+         num = lst[num]-1",control_flow
"+ s=0
- 
- print(c)",call
"+         print(0)
-         return 0
+         return",call
"- 
+  
- print(H)
+ ",call
-       print(i),call
"- 
+  
- print(""Yes"") if a <= c < b else print(""No"")
+ print(""Yes"") if a <= c <= b else print(""No"")",expression
"- for i in range(1,10): #like取得
+ for i in range(10): #like取得",call
- print(x),call
- 	print(list_a),call
"- 
- n = int(input())
+ n=int(input())
- a = list(map(int,input()))
+ a=list(map(int,input().split()))
- ans = 0
+ ans=0
- 
-     j = a[i] -1
+   j=a[i]-1
-     if a[j] == i + 1:
+   if a[j]==i+1:
-         ans += 1
+     ans+=1
-         print(ans // 2)
+ print(ans//2)",call
"- print(ans)
+ print(*ans)",call
"-             ans.append(x)
+             ans.append(x - 1)",expression
+   prev = s,assignment
"-             print(ind)
+             print(ind+1)",expression
"- if one*two*three*four ==0 or one ==3 or two ==3 or three ==3:
+ if one*two*three*four ==0 or one ==3 or two ==3 or three ==3 or four ==3:
+     ",control_flow
"- print(x*s)
+ print('x'*s)",call
"-         print(i)
+         print(b-i)
-         print(i)
+         print(a-i)",expression
"- print(max)  
+ print(n-max)  ",expression
"-         ans*=(k*(v//n))
+         ans*=(k**(v//n))",expression
"- print(A)
+ #print(A)",call
"- else:
+         exit()
-     print(""No"")
+ print(""No"")",call
"-     if x==0:break
+     if x==0 and y==0:break",control_flow
"+ 
- for l in range (len(s)-1):
+ for l in range (len(s)):
+ 
-   for r in range(l+1, len(s)):
+   for r in range(l+1, len(s)+1):
+ 
+ 
-     for str in s[l:r+1]:
+     for str in s[l:r]:
+ 
+ 
+ 
+ 
+ 
+ 
+ 
+ ",expression
"-   a[i] = input()
+   a.append(input())",call
"-         edit += x - alist[0]
+         edit += alist[0] - x",expression
"- 				ans.appendleft(i)
+ 				ans.append(i)",identifier
"-         print(n, 'Yes')
+         print('Yes')",call
"- c=str(""a"")*b
+ c=str(a)*b
- d=str(""b"")*a
+ d=str(b)*a",call
"-     ans += l[-i]
+     ans += l[-i-1]",expression
"+ 
- k = int(B/K)-int(A/K) 
+ k = int(B/K) - int((A-1)/K) 
+ ",call
-     print(d),call
"- if s[:-1] == 's':
+ if s[-1] == 's':",control_flow
"-                 # rvCt = 0
-                     S.appendleft(query[2])
+                     S.append(query[2])",identifier
"- A, P = map(int, input(' '))
+ A, P = map(int, input().split(' '))",call
"+ K=0
-         
-     
-     ",assignment
"- for i in range(n):
+ for i in range(1, n+1):",call
"- print(S)
- ",call
"- print(ans)
+ print(*ans)",call
"- lim = math.ceil(math.sqrt(n-5))
+ lim = math.ceil(math.sqrt(n))",expression
"- if a+b <= 16 and (a <= maximum or b <= maximum):
+ if a+b <= 16 and a <= maximum and b <= maximum:",control_flow
- print(b),call
"-     y = (B - A - 1)//2 + N - B
+     y = (B - A - 1)//2 + N - B + 1",assignment
"-       lst+=int(i)
+       l+=int(i)",identifier
"- print(c)
- 
- 
- ",call
"- print(ans)
+ print(2 ** ans)",expression
"- out = A+B
+ out = B+A",expression
"- t = s[k]
+ t = s[k-1]",assignment
"-             dp[i][w] = max(dp[i-1][w-wv[i-1][0]]+wv[i-1][1],dp[i][w])
+             dp[i][w] = max(dp[i-1][w-wv[i-1][0]]+wv[i-1][1],dp[i-1][w])",assignment
"- 
+      
-     print(d)
+         #print(d)",call
-         print(xi),call
"- if a<=x or x<=a+b:
+ if a<=x and x<=a+b:",control_flow
-         print(cnt),call
"-     if A[i]%3>0 or A[i]%5>0:
+     if A[i]%3>0 and A[i]%5>0:",control_flow
+     exit(0),call
+ h = 0,assignment
"-     print(int(mmean - nmean)*2 +1 )
+     print(int((mmean - nmean)*2) +1 )",call
"-     
+     break",control_flow
"- for i in range(2,len(sv)+1):
+ for i in range(2,len(sv)):",expression
"-             count += 1 if bisect.bisect(v, right) - bisect.bisect_left(v, left - 1) > 0 else 0
+             count += 1 if bisect.bisect(v, right) - bisect.bisect_left(v, left) > 0 else 0",expression
"-     print(dis)
+ ",call
"- for i in range(1,N+1):
+ for i in range(1,N):",expression
"-     num = k / 2 ** 2
+     num = k ** 2 /4",expression
-   print(diff_arr),call
"- print(ave)
+ ",call
+             ans=-1,assignment
+ 		highest = i,assignment
"- print(dp)
+ #print(dp)",call
"+ # ABC169
+ # B Multiplication 2
+             exit()",call
"- isR = 1
+ isR = -1",expression
"- B.append(K-A[N-1])
+ B.append(K+A[0]-A[N-1])",expression
+ A.sort(),call
"-         print(""No"")
+         flg+=1",call
"-     m,x,d = int(input())-1,int(input())-1,int(input())
+     m,x,d = int(input()),int(input()),int(input())
-         if amida[i][x-1] == ""1"":
+         if amida[i][x-1] == ""1"": x -= 1
-             x -= 1
-         elif amida[i][x] == ""1"":
+         elif amida[i][x] == ""1"" : x += 1
-             x += 1
+ 
-     if m == x:
+     if m == x: print(0)
-         print(0)
-             if amida[i][m-1] == ""1"":
+             if amida[i][m-1] == ""1"": m -= 1
-                 m -= 1
-             elif amida[i][m] == ""1"":
+             elif amida[i][m] == ""1"" : m += 1
-                 m += 1
-                     print(i+1, p+1)
+                     print(i+1, p)
-             if i == d-1:
+             if i == d-1: print(1)
-                 print(1)",expression
+ print(right-left),call
"-         L[idx] = A[i]
+         L[idx-1] = A[i]",assignment
"- for i in range(n):
+ for i in range(1,n+1):",call
"- print(n//(d*2+1)+1)
+ print((n-1)//(d*2+1)+1)",call
"+         try:
-         ans -= kv[i][1]
+             ans -= kv[i][1]
+         except:
+             pass",control_flow
-         print(l),call
+   ans=1,assignment
"- print(H)
- for i in range(N-K):
+ for i in range(N-K+1):",call
- print(R),call
"-         s.append(l)
+         s.appendleft(l)",identifier
"-     ans+=(N//b*(b-K))+max(N%b+1-K,0)
+     ans+=(N//b*(b-K))+max(N%b+1-K,0)-(K<1)",expression
-     print(i),call
"-     n = n + n * 26
+     n = n * 26 + 26",expression
"- b = [a[i] + a[i+1] for i in range(n-1)]
+ b = [a[i] + a[i+1] for i in range(n-1)] + [0]
- 
+  
- 
+  ",assignment
"- 
+  
-   print(n + ""bon"")
+   print(""bon"")
-   print(n + ""pon"")
+   print(""pon"")
-   print(n + ""hon"")
+   print(""hon"")",expression
"-     print(""AAA"")",call
"- ansA = int(a / 0.08)
+ ansA = math.ceil(a / 0.08)
- ansB = int(b / 0.1)
+ ansB = math.ceil(b / 0.1)",assignment
"- if abs(c-a) <= d or (abs(b-a)+abs(c-b) <= d):
+ if abs(c-a) <= d or (abs(b-a) <= d and abs(c-b) <= d):",control_flow
"-   z -= 180
+   z = 360 - z",assignment
"- print(n%1000)
+ print((1000-n)%1000)",call
"+ 
+ 
+ print(ans)",call
"-     order = b-a-1
+     order = b-a
-     print(a-c)
+     print(c-a)",expression
"- print(k(b)-k(a))
+ print(k(b)-k(a-1))",expression
"+     #print(zeroes, sum)  
-     s += x
+     s += x%m
+     #print(s)",expression
"- if ans**2==num:
+ if (ans//1)**2==num:",control_flow
"- print(graph)
- ",call
"- 
- print('No' if s[a]!='-' or len(p[0]!=a or len(p[1])!=b) else 'Yes')
+ print('No' if s[a]!='-' or len(p[0])!=a or len(p[1])!=b else 'Yes')",call
"-     print(happy+2*K if (diff//2+1)>K else happy+2*diff-1)
+     print(happy+2*K if (diff//2+1)>K else happy+diff)",expression
"-     ans = round(y - x) * 2 + 1
+     ans = round((y - x) * 2) + 1",call
"- for i in range(n+1):
+ for i in range(1,n+1):
-     ",call
"- print(slist_u)
+ # print(slist_u)",call
"- l += c[0][1]
+ l += c[0][1]*2-1",expression
"- elif h%2 != w%2 != 0: #両者奇数
+ elif h%2 != 0 and w%2 != 0: #両者奇数",control_flow
"- ans=x
+ ans=x-1",assignment
"- print(l,cnt)
+ print(cnt)",call
"-     print(L, R)
+ ",call
- print(list_N),call
-     print(ans),call
"- for i in range(N-1):
+ for i in range(N):",expression
"- for i in range(b,c):
+ for i in range(b,c+1):
-     else:
-         print('NG')
+         exit()
+ print('NG')",call
- print(lists),call
"- ans=math.ceil(N/X)
+ ans=math.ceil(N/X)*T",assignment
"- w,h,x,y,r = map(input().split())
+ w,h,x,y,r = map(int,input().split())",call
"-     del ans[ans.index(sorted([i, N-i]))]
+     del ans[ans.index(sorted([i, N-i+1]))]",expression
"-     print(YES)
+   print(""YES"")
-     print(NO)
+   print(""NO"")",call
"- # In[15]:
+ # In[17]:
+     dp[0] = 1",assignment
"- print(ans)
+ print(ans+'=7')",expression
"- 
- print(a)",call
"-   print(ans)
+   #print(ans)",call
"- ans2 = 1 if (2*x-W)<eps and (2*y-H) <eps else 0
+ ans2 = 1 if abs(2*x-W)<eps and abs(2*y-H) <eps else 0",call
"-         print(x)
+         #print(x)",call
"-     print(C - B)
+     print(B - A)",expression
"- 
+  
+ print(ans)",call
"-     print(lis)
+     #print(lis)",call
"-             sum_ += B
+             sum_ += B + kazyou",expression
"-         print(h)
+         #print(h)
+ ",call
"- s = input
+ s = input()
- s = input",call
"- print(factorial(n+r-1//factorial(r))//factorial(n-1))
+ print(factorial(n+r-1)//factorial(r)//factorial(n-1))",call
"- N,A,B = map(int(),input(),strip())
+ N,A,B = map(int, input().split())",call
"-   print(int(((K+1)/2)*(K/2)))
+   print(int(((K+1)/2)*((K-1)/2)))",call
"- 
- 
+ lists.remove(x)",call
"+ if BA:
- answer += BA - 1
+     answer += BA - 1
- if first:
+     if first:
-     answer += 1
+         answer += 1
-     first -= 1
+         first -= 1
- if last:
+     if last:
-     answer += 1
+         answer += 1
-     last -= 1
+         last -= 1",control_flow
-     print(l),call
"-     diff = diff - 180
+     diff = 360 - diff",expression
"- 
+  
- x = N // (A+B)
+ x = A * (N // (A+B))
- 
+  
- 
+  
- 
+  ",assignment
"-   break
+   a = a
-   break
+   b = b",assignment
"- if k <= a: print(k-a, b)
+ if k <= a: print(a-k, b)",expression
"- total = set(list(map(int, input().split)))
+ total = set(list(map(int, input().split())))",call
"- mx = max(mx, K - A[-1])
+ mx = max(mx, K - A[-1] + A[0])",assignment
"- month = a+1
+ month = a",expression
"- ################ DANGER ################
+ ############### TESTCASE ###############
- a = np.array([list(map(int, input2().split())) for i 
+ a = np.array([list(map(int, input2().split())) for i in range(n)])  
-               in range(n)], dtype=""uint16"")  
- ############ Numpy_solution ############
+ ########## Non_Numpy_solution ##########
- 
-     
-     
-     
- ########## Non_Numpy_solution ##########",call
"- 		self.l=list(1000*1000+100)
+ 		self.l=[0]*(1000*1000+100)",assignment
+     exit(),call
- print(ans),call
"- B=S[int(unk1):int(kai)]
+ B=S[int(unk1-1):int(kai)]
+ #print(B)",assignment
+ print(P),call
"- if N < 100*D:
+ if N < 100:",expression
+ listmaxval.sort(),call
"- for i in (set(r[:k]) | set(r[-k:])):
+ for i in sorted(set(r[:k]) | set(r[- k:])):",call
"- 
-   print('No')
+     print('No')
-   exit()
+     exit()
-     
-     if s[0:n//2]==s[(n//2)+1:n]:
+     if s[0:n//2]==s[(n//2):n]:
-       print(""No"")
+         print(""No"")",expression
"-             sum_b = B[(i+1)*idx-1]
+             sum_b += B[(i+1)*idx-1]",assignment
"- nums=input(3).split(5)
+ nums = input().split()
- a=int(nums[0])
+ a = int(nums[0])
- b=int(nums[1])
+ b = int(nums[1])
- print(a*b,(a+b)*2)
+ print(a * b,(a + b) * 2)",call
"+ # ans[i] = iを含めてk個前までの期待値の総和
- for i in range(k,n-k+1) :
+ for i in range(k,n) :",expression
"- while(N >=2) :
+ while(N >=2):
- print(p)
+ print(2**p)",expression
"-     print(sum(C)+digit//9-1)
+     print(sum(C)+(digit-1)//9-1)",call
"-             if i+2 == p[i+1]:
+             if i+1 < N and i+2 == p[i+1]:",control_flow
"-   print(a-b)
+   print(b-a)",expression
"- for i in tmp:
+ for i in BossN:",identifier
"- print(len(s)-s[::-1].find('Z')-s.find('A')+1)
+ print(len(s)-s[::-1].find('Z')-s.find('A'))",expression
"-     print(sum_list[s_list.index(7)])
+     print(sum_list[s_list.index(7)]+'=7')",expression
+     price=int(price),assignment
"- print(s[:k-1]+s[k].lower()+s[k+1:])
+ print(s[:k-1]+s[k-1].lower()+s[k:])",expression
+         break,control_flow
"- m.append(k - l[n - 1])
+ m.append(k - l[n - 1] + l[0])",expression
"- print(N*A+B if N*A<B else B)
+ print(N*A if N*A<B else B)",expression
"-   d[a]+=1
+   d[a+1]+=1",expression
+ L.sort(),call
"-     for i in range(j + 1, N-1):
+     for i in range(j + 1, N):",expression
"-     ms=(60-M1)+(H2-H1-1)*60-K
+     ms=(60-M1)+(H2-H1-1)*60+M2-K",assignment
"-         a += (x[j]-i)**2
+         a += (x[j]-i-1)**2",expression
"- print(XYH)
- 
- ",call
+ t.sort(),call
"-   print(b*2)
+   print(b*2-1)
-   print(a*2)
+   print(a*2-1)",expression
"- for i in range(n+1):
+ for i in range(1,n+1):",call
"- print(int(n / 500) * 1000 + int((n % 500) / 5))
+ print(int(n / 500) * 1000 + int((n % 500) / 5) * 5)",expression
- print(l),call
"+ type(last_dist)
- per_dist = per_dist.append(last_dist)
+ per_dist.append(last_dist)",call
"-     print(x * -1**k)
+     print(x * (-1)**k)",call
"- print(lm[1] + lm[2] + c)
+ print(lm[0] + lm[1] + c)",expression
"- b = math.ceil(sum(a)/N)
+ b = round(sum(a)/N)",assignment
"- print(len(set(a, b, c)))
+ print(len(set([a, b, c])))",call
+         break,control_flow
"-     a.sort()
+     a.sort(reverse=True)
+ ",call
"-   str1 = list(set(S[i:]))
+   str1 = list(set(S[i + 1:]))",assignment
"+         if i != minj:
-         A[i],A[minj] = A[minj],A[i]
+             A[i],A[minj] = A[minj],A[i]
-         cnt += 1
+             cnt += 1",control_flow
"-     for i in range(L, R-1):
+     for i in range(L, R):
-         for j in range(i+1, R):
+         for j in range(i+1, R+1):",expression
"-   a += int(i)
+   a += int(n[i])",call
"-     return top
+     return top.upper()",call
+         break,control_flow
"-     x = int(li.split[0])
+     x = int(li.split()[0])
-     y = int(li.split[1])
+     y = int(li.split()[1])",call
"+ import math
+ 
-     while i*i <= n:
+     while i*i <= n + 1:",control_flow
"- print(a)
+ #print(a)",call
"- N = int(input)
+ N = int(input())",call
"-     print(A - (K - A))
+     print(A - (K - A - B))",expression
"-     for x in N.rotate():
+     for x in reversed(N):
-         
+ ",call
"- xmax = max(nl())+[x]
+ xmax = max(nl()+[x])
- ymin = min(nl())+[y]
+ ymin = min(nl()+[y])",call
"+ 
- print(ans)
+ print(ans-1)",expression
"- elif a*b==""15"":
+ elif a*b==15:",control_flow
"- for i in range(n):
+ for i in range(1,n+1):",call
"- a=sorted(map(int,input().split()))
+ a=sorted(map(int,input().split()),reverse=True)",call
"-         ans=max(ans,sum(a[max(0,g-2*k-1):g]))
+         ans=max(ans,sum(a[max(0,g-2*k):g]))",expression
- print(max_gap),call
"- a,b,c = map(int,input())
+ a,b,c = map(int,input().split())",call
- print(h),call
"- print('YES') if input()[::1]==input() else print('NO')
+ print('YES') if input()[::-1]==input() else print('NO')",expression
"-     S = sorted(S, reverse=True)
+     S = sorted(S)
-         
+                 ",call
"- 	x = ord('z')-ord(c)+1
+ 	x = (ord('z')-ord(c)+1)%26",assignment
"- print(math.ceil(n / 111))
+ print(math.ceil(n / 111) * 111)",expression
"- 
-     print( Yes )
+     print( ""Yes"" )",call
"-     if a[i] < sum(a)/4*m:
+     if a[i] < sum(a)/(4*m):",control_flow
"-     li.append(int(input))
+     li.append(int(input()))
- disc = max(li)
+ disc = max(li) // 2",call
"- x.sort
+ x = sorted(x)",call
"+         if i != minj:
-         temp = A[i]
+             temp = A[i]
-         A[i] = A[minj]
+             A[i] = A[minj]
-         A[minj] = temp
+             A[minj] = temp
-         count += 1
+             count += 1",control_flow
"- if (a < 10 or b < 10):
+ if (a < 10 and b < 10):",control_flow
"- print(1000-(s%1000)%1000)
+ print((1000-s%1000)%1000)",call
"-         Ans[i] = i*(N - i + 1)
+         Ans[i] = i*(N - i + 1) + 1",assignment
"- print(s)
+ # print(s)",call
- print(l),call
